551,26,4
670,96,5
769,258,3
863,901,1
361,148,1
385,384,1
476,83,3
592,13,5
655,150,3
459,696,4
537,1111,3
642,796,4
716,492,3
694,378,3
184,950,4
251,1,4
342,93,4
381,94,3
234,141,3
311,227,4
354,421,2
387,381,4
749,168,5
830,134,3
891,924,5
60,613,4
99,508,4
881,77,2
9,371,5
119,751,3
177,678,3
532,345,4
579,845,4
639,70,3
677,351,2
756,860,1
650,210,3
639,213,5
749,215,4
829,509,5
892,511,5
194,265,4
239,855,5
327,55,4
409,303,4
286,143,4
293,1017,3
406,509,3
429,282,3
450,507,5
919,125,4
878,317,4
82,822,2
130,565,3
932,144,3
38,1031,5
152,111,5
221,109,2
494,181,4
606,281,4
643,566,3
796,211,3
851,979,3
659,648,3
709,217,5
840,632,3
916,217,4
870,873,2
346,496,5
363,675,3
459,472,5
537,208,4
401,318,4
435,441,3
489,991,3
545,393,4
642,623,4
178,12,5
249,568,4
342,1048,1
382,481,5
234,649,3
308,615,3
354,151,3
389,491,5
738,88,3
821,484,5
7,69,5
51,181,5
806,162,3
886,76,4
70,684,3
126,690,3
478,11,4
526,147,4
568,491,2
622,95,4
544,338,2
577,1209,4
570,271,4
677,288,5
756,399,2
221,751,4
276,44,3
328,610,3
414,301,3
260,313,5
294,254,3
406,50,5
429,290,3
684,204,4
758,1501,3
896,92,1
932,1065,5
33,258,4
831,208,2
894,753,5
63,306,3
109,181,5
429,83,4
450,905,5
552,932,3
666,496,4
536,542,1
500,204,3
618,507,4
727,181,3
782,1252,3
200,288,5
234,265,3
345,88,4
368,844,3
279,1402,1
313,436,4
405,389,2
435,451,4
748,408,5
802,200,4
16,629,4
59,951,3
920,299,2
877,61,5
13,124,5
141,1014,3
207,125,4
774,508,3
911,211,3
107,286,2
244,105,2
129,307,2
276,1091,3
405,1503,1
527,179,3
940,47,3
92,176,5
262,423,4
380,382,3
479,602,4
416,931,3
450,712,3
621,231,4
756,210,4
279,121,4
334,81,4
536,1140,1
655,516,2
698,294,4
664,529,4
782,751,2
933,50,4
112,887,5
248,234,4
561,510,3
682,551,2
889,121,4
57,1073,3
938,125,3
92,156,4
263,480,3
378,317,5
474,191,5
825,825,4
5,1,4
207,239,3
308,255,4
243,28,4
301,658,3
462,288,5
595,15,4
57,756,3
184,192,4
350,153,3
445,208,2
378,215,4
474,135,5
648,633,3
788,736,3
249,1011,5
342,7,4
387,580,5
601,181,5
707,283,4
655,882,3
690,705,1
880,27,3
87,33,3
472,1,5
592,188,5
627,317,5
924,527,4
22,651,4
885,420,4
72,191,5
234,845,3
348,240,3
774,22,2
916,961,3
90,132,5
213,715,5
130,798,1
276,588,4
405,451,5
513,435,5
875,963,4
83,393,5
279,455,5
324,301,5
308,433,5
360,193,5
495,504,4
663,124,3
119,506,5
234,980,2
416,1521,3
450,238,5
387,1091,1
539,242,5
717,290,3
862,168,4
871,352,3
374,124,3
468,4,5
643,32,4
798,323,4
639,778,5
751,316,4
885,588,4
140,880,4
234,550,2
655,425,3
699,1068,3
883,487,5
65,365,3
1,82,5
102,546,3
271,356,4
363,195,4
756,79,4
893,235,3
124,168,5
255,860,2
344,1172,4
262,28,3
398,235,2
532,310,4
932,225,2
90,1020,5
267,65,4
378,1478,3
474,100,5
405,77,1
527,187,5
619,809,1
763,171,3
280,411,3
322,9,4
523,83,5
568,524,2
496,1286,2
664,50,5
846,581,4
935,300,4
110,54,4
472,756,4
586,693,3
786,404,4
815,214,5
743,297,5
889,33,5
115,23,5
232,475,5
561,356,1
682,999,2
848,294,5
63,108,2
181,336,2
90,511,5
263,1473,5
380,463,4
795,465,3
913,432,3
92,229,3
222,941,3
293,746,3
237,185,4
325,133,3
449,971,4
553,605,4
72,684,4
179,301,4
346,470,3
446,292,5
373,209,4
465,97,2
648,153,4
788,192,4
277,24,4
328,275,4
527,671,5
561,215,3
495,2,2
663,1327,4
770,244,4
931,255,4
89,269,5
460,1011,4
601,276,4
795,70,3
916,732,3
31,886,2
880,1093,3
87,570,3
276,195,5
327,47,4
702,346,1
804,451,2
68,475,5
207,538,2
104,285,4
249,235,4
363,809,4
458,527,2
593,357,5
44,227,4
169,172,5
303,181,5
396,333,4
335,340,5
423,307,3
569,475,3
675,223,1
826,294,4
234,705,5
346,7,2
456,1324,4
545,208,3
537,421,2
648,924,1
856,750,5
877,111,3
85,291,3
417,258,4
506,676,1
698,1063,2
830,99,3
758,1047,3
896,73,3
99,342,1
246,919,4
607,107,4
707,425,5
915,750,4
26,292,3
880,1222,4
87,576,3
276,232,3
326,527,5
685,337,2
823,174,5
58,313,5
181,1333,1
110,1090,2
210,167,4
378,380,3
474,26,4
1,79,4
99,1067,4
269,1005,4
375,443,4
303,518,4
474,468,4
581,922,5
24,55,5
135,79,3
313,203,5
402,1284,3
345,70,5
437,176,2
549,866,4
709,651,4
836,302,5
268,1178,1
381,479,5
543,204,4
651,294,1
580,866,4
611,340,5
804,504,3
11,428,4
416,239,5
450,54,4
551,155,4
782,1598,2
907,729,5
863,887,3
868,207,3
145,339,3
279,998,5
368,145,2
454,1035,3
666,66,4
782,1663,2
897,140,3
840,462,3
936,281,4
109,100,4
269,1148,4
374,185,5
776,219,3
902,993,3
109,245,3
246,597,2
164,252,4
268,738,2
373,386,3
537,448,3
642,318,2
90,203,5
210,187,5
382,56,5
466,184,4
399,1192,3
541,378,5
714,294,4
861,116,4
259,181,4
378,736,4
475,302,3
650,1050,3
788,931,2
627,22,5
854,223,4
21,448,4
145,1028,5
648,505,4
797,300,2
868,238,4
92,423,3
216,50,4
149,678,2
262,147,3
398,94,2
543,664,4
870,470,3
94,477,2
286,432,3
379,100,5
290,385,4
393,819,3
586,229,3
627,318,5
147,301,5
279,1291,4
407,117,3
535,429,3
479,22,4
587,332,4
790,403,4
813,877,1
293,824,3
406,543,4
505,98,4
638,472,3
655,1278,2
690,174,4
881,400,2
86,258,5
195,1052,1
385,143,3
538,31,3
719,620,4
864,386,3
796,282,4
916,175,4
40,346,2
216,64,5
303,173,5
630,932,2
745,194,4
18,189,5
153,325,2
82,11,4
193,407,4
334,635,2
421,144,5
804,474,4
10,9,4
203,100,1
320,97,5
239,272,5
326,317,3
452,498,4
560,12,5
64,434,4
181,258,3
343,703,4
392,313,5
365,908,3
454,275,2
665,417,3
770,50,3
380,356,2
474,553,2
653,628,4
792,1054,1
927,722,3
856,879,3
21,769,1
145,111,3
524,185,4
655,639,3
702,294,1
883,435,4
75,1059,1
13,782,3
130,477,4
313,391,3
405,1408,1
768,16,3
892,477,4
59,371,4
229,328,1
352,657,4
306,303,3
413,273,2
489,322,5
660,1110,2
758,185,4
245,21,3
298,432,4
463,248,3
598,538,4
487,22,5
670,659,5
835,609,4
942,607,5
89,1119,3
314,1178,2
403,151,4
498,631,3
621,235,3
565,855,5
676,13,1
831,150,3
59,200,5
180,28,3
487,67,3
670,199,4
834,346,3
943,229,2
90,657,5
54,302,4
189,1372,4
301,71,4
399,98,4
747,303,5
880,1225,2
130,159,4
276,479,5
194,568,2
296,282,4
425,475,5
499,300,4
620,676,3
121,250,2
254,98,4
363,186,3
457,660,5
446,311,2
484,930,3
710,357,4
839,475,5
431,689,3
503,86,5
621,1,3
823,770,4
7,651,5
887,378,5
72,435,5
233,511,5
345,251,5
712,40,5
834,515,5
48,690,4
174,204,4
262,235,2
246,55,4
297,716,3
466,174,5
595,1009,4
14,655,5
130,642,4
314,66,5
404,1238,3
334,100,5
420,100,5
571,64,4
698,121,2
804,132,4
312,223,5
368,637,2
486,336,2
672,1028,4
551,156,5
734,479,4
903,100,5
56,368,3
190,121,3
293,213,3
406,589,5
506,796,3
616,269,4
655,1134,3
693,288,2
883,399,5
75,137,4
201,1135,5
488,98,4
668,69,1
833,98,3
938,237,2
903,1101,4
56,258,4
244,559,4
301,47,4
609,1,1
738,697,2
11,722,3
116,322,2
233,357,5
200,401,2
314,542,4
436,1028,4
504,106,3
938,841,3
92,396,3
286,1119,3
332,173,5
301,340,4
399,468,3
586,72,2
625,519,2
332,450,5
478,739,4
655,1284,2
703,259,1
807,22,5
851,95,4
877,538,4
134,328,4
275,186,3
548,748,3
735,277,3
907,740,5
43,1,5
167,288,3
104,316,4
270,402,5
374,979,3
458,845,3
805,559,3
13,195,3
201,1220,2
318,795,2
280,660,5
334,346,5
527,180,5
566,8,4
44,21,2
161,486,1
303,219,5
398,284,2
363,859,4
457,388,2
643,195,5
793,129,4
148,168,5
286,345,4
394,294,4
532,139,5
457,871,1
545,132,4
769,934,4
897,526,5
291,12,5
393,239,4
587,351,2
625,190,3
854,855,4
781,100,5
899,2,3
100,689,3
256,724,4
588,155,5
627,434,4
927,421,4
21,259,2
936,1368,5
99,346,4
269,70,1
363,505,3
695,882,4
927,294,5
83,391,2
221,272,5
189,313,2
270,583,5
387,50,5
487,73,3
284,302,4
379,69,4
533,549,4
650,161,3
798,1435,2
734,275,4
847,13,3
61,301,1
184,217,3
532,313,5
648,564,1
854,8,5
870,1046,3
896,566,4
63,328,2
178,500,4
339,276,4
626,313,5
855,582,3
21,991,2
151,826,1
261,597,4
271,580,2
367,919,5
694,204,4
927,477,3
83,259,2
221,186,4
186,684,4
271,272,3
389,79,4
488,429,4
663,978,4
721,325,3
847,1031,2
62,483,4
183,225,1
130,692,5
277,1011,3
405,1148,1
524,1540,2
902,250,4
56,869,3
242,740,5
298,474,4
319,261,3
401,477,1
504,51,4
624,24,3
92,663,4
214,93,4
378,300,4
471,404,2
442,452,3
496,174,4
723,258,4
846,367,4
279,167,3
330,22,5
521,56,4
655,1160,3
694,127,5
711,909,4
842,268,5
44,89,5
190,281,3
823,33,3
5,174,5
177,127,5
308,288,4
279,710,4
379,496,5
535,207,4
653,474,4
62,249,2
182,479,5
344,14,5
447,144,5
405,1442,1
524,70,4
615,526,4
749,191,4
244,68,5
297,423,3
467,117,2
597,293,5
503,197,5
618,186,4
828,1646,4
11,736,4
380,176,3
476,239,4
653,186,5
788,657,4
721,732,4
847,8,4
62,129,3
183,331,3
201,96,4
316,1084,4
435,136,4
503,50,5
532,508,4
648,122,1
852,685,3
874,14,4
94,583,3
447,629,3
484,7,4
711,219,2
840,525,5
738,71,3
883,477,5
119,274,4
240,353,1
591,655,4
716,31,3
927,623,3
21,637,4
1,246,5
121,11,2
270,584,5
361,709,5
675,244,3
804,62,4
59,525,3
205,322,3
318,105,1
262,122,2
378,729,4
532,155,4
650,380,2
406,504,4
535,639,4
611,680,4
749,358,3
776,218,4
903,475,4
52,762,3
248,194,4
298,274,3
621,686,5
764,820,3
7,559,5
113,126,5
94,949,5
218,183,5
330,729,5
479,135,4
838,408,4
936,1014,3
165,325,4
268,59,5
238,111,4
328,222,3
425,1089,2
561,1478,3
676,286,4
148,204,3
286,234,3
406,20,3
535,7,5
453,33,4
672,15,3
776,436,4
903,746,2
804,406,3
16,87,4
207,290,2
305,87,1
262,631,4
378,1135,2
533,1086,3
650,597,3
43,785,3
189,185,5
303,1230,1
399,174,3
416,249,3
520,315,4
660,80,1
757,559,4
198,654,5
313,831,3
434,15,3
498,190,4
618,133,4
643,172,5
796,939,3
870,95,4
94,313,4
387,319,1
486,994,3
667,269,5
864,568,4
938,1028,5
888,237,5
65,63,2
200,840,4
345,151,5
145,120,2
288,196,5
378,194,4
535,71,4
653,1188,1
551,627,3
727,413,2
897,179,3
62,78,2
416,1077,1
452,168,4
659,121,4
758,163,5
788,739,2
918,132,4
30,255,4
224,555,3
291,123,4
645,518,5
796,45,3
871,989,3
94,99,3
218,175,3
207,535,3
320,849,4
440,57,5
496,418,3
887,13,1
67,1052,3
235,1193,4
345,202,3
303,687,1
399,156,3
588,475,2
625,166,3
854,273,4
327,302,3
425,188,3
566,153,2
700,48,4
724,258,4
817,300,3
11,717,2
178,153,4
320,627,4
655,591,3
790,90,2
882,101,3
81,275,4
59,692,3
201,563,1
347,148,3
429,443,4
747,608,4
875,652,5
94,961,4
286,952,2
378,575,3
328,1139,1
422,671,4
567,648,4
690,88,4
145,692,2
262,99,3
393,1091,2
542,230,4
525,291,2
655,730,2
790,328,3
882,568,5
81,456,1
913,181,3
43,203,4
211,228,3
297,154,5
391,148,3
393,374,3
541,1442,1
716,546,1
864,276,5
251,845,4
338,134,5
460,713,4
549,252,3
727,401,2
707,1479,5
840,64,4
43,845,5
186,540,4
455,148,3
557,305,3
758,576,4
892,659,4
70,79,4
49,1082,3
184,631,4
343,222,4
440,1194,5
766,527,5
885,79,4
116,185,3
237,423,4
323,319,2
351,327,5
436,974,5
553,89,5
682,1,4
606,655,4
736,294,3
907,120,4
52,531,5
25,501,3
173,303,5
290,153,3
399,139,3
795,217,1
901,419,5
62,473,4
246,616,5
344,619,4
303,953,3
399,97,4
586,468,3
713,898,3
90,187,4
246,284,1
381,634,3
463,282,3
478,354,3
586,187,4
713,270,2
922,447,1
37,121,2
384,355,4
463,596,3
648,1033,2
796,731,3
694,195,4
921,252,4
85,199,5
221,789,4
290,54,3
194,380,1
291,1139,3
421,183,5
581,936,3
497,405,3
615,1128,1
831,905,4
13,828,1
321,484,5
417,403,4
588,542,3
690,194,4
814,447,3
829,705,4
13,137,5
201,514,3
313,654,5
569,302,4
691,185,5
927,168,4
85,690,2
224,193,4
201,697,4
313,559,3
431,294,5
500,619,3
886,117,2
85,655,3
237,514,4
322,23,5
345,132,5
431,754,3
553,174,4
684,38,3
804,670,4
660,290,4
766,526,2
1,54,3
128,48,4
109,174,5
256,808,4
373,849,3
457,181,4
837,934,2
934,419,4
168,871,3
269,142,1
288,190,1
383,124,4
464,289,4
648,997,1
796,195,5
151,627,2
264,683,2
393,135,1
543,770,4
521,206,5
654,276,1
752,325,2
880,902,4
313,385,4
406,436,4
534,619,4
612,9,3
747,792,5
763,955,2
886,940,2
115,187,5
234,153,3
152,483,5
267,727,4
374,684,5
542,790,3
642,313,5
650,208,5
798,839,4
877,690,4
94,1217,3
407,659,5
532,272,5
647,631,4
852,25,3
870,943,2
882,8,5
81,476,2
276,928,3
334,150,4
615,100,3
750,1280,1
15,121,3
130,1157,3
116,301,3
239,705,4
409,326,3
452,185,5
566,213,5
5,101,5
119,879,5
308,139,3
416,300,4
365,285,4
450,176,4
665,721,3
779,71,4
488,259,1
664,160,3
758,197,3
936,995,3
102,319,4
89,127,5
252,14,4
383,517,5
468,174,5
854,466,3
868,80,2
160,628,3
286,41,2
378,191,5
336,49,4
479,273,4
573,1012,2
692,294,3
119,96,5
276,23,5
412,214,3
451,990,3
455,475,4
555,762,4
782,348,4
896,651,4
57,28,4
374,1248,3
454,285,2
643,5,3
774,840,2
798,660,3
916,380,2
43,66,4
217,183,3
303,118,2
267,1401,4
374,465,5
542,210,3
643,216,4
650,416,3
793,273,3
912,419,4
94,238,5
213,13,4
536,596,3
653,670,1
751,142,4
882,151,5
886,240,3
87,202,5
234,418,3
327,396,3
425,363,1
756,121,3
889,1048,3
104,248,2
230,228,2
256,38,4
339,86,4
457,195,5
545,751,3
721,527,5
90,609,5
248,323,1
378,281,3
465,281,2
474,604,4
592,730,4
694,480,4
922,380,4
514,132,4
553,617,4
710,751,3
805,86,4
9,691,5
931,678,3
92,93,4
234,942,3
339,211,5
655,315,4
674,50,4
909,531,4
21,595,3
130,412,4
103,405,3
248,176,5
321,633,5
435,385,5
786,418,4
805,210,3
49,12,4
174,196,5
130,333,5
233,212,5
378,179,2
417,384,4
770,111,5
913,164,2
24,180,5
184,121,2
268,37,3
279,1072,4
327,1070,4
463,147,3
586,239,3
495,1133,3
669,427,4
749,595,4
890,157,4
64,32,1
38,84,5
157,1283,2
311,1093,5
374,948,2
618,88,4
758,39,2
874,191,4
87,546,3
58,1106,4
190,685,3
295,498,5
416,597,3
625,144,4
749,176,4
889,31,3
92,148,2
224,729,3
205,748,4
311,41,3
394,38,4
526,919,3
864,232,4
878,481,5
75,472,4
247,257,4
303,550,3
313,565,1
413,286,5
543,410,3
655,433,2
313,418,3
416,578,4
543,69,4
655,753,3
676,173,5
730,685,2
863,909,3
10,100,5
123,847,4
405,798,1
449,269,5
545,79,4
693,572,2
830,625,3
843,152,2
939,15,5
119,1261,4
227,221,4
525,411,3
555,87,4
709,561,3
805,240,3
11,194,4
935,257,2
92,742,3
234,966,4
340,199,5
385,443,3
727,207,5
839,742,3
13,199,5
115,952,5
109,234,4
216,202,4
348,245,4
391,924,2
442,39,3
537,855,3
615,211,5
754,255,3
776,590,1
919,462,3
18,66,3
181,1001,1
268,42,4
495,575,3
671,53,3
751,380,3
892,183,5
901,1620,5
38,403,1
160,288,5
312,208,5
375,1046,2
661,89,5
773,260,2
886,180,5
60,433,4
54,252,3
152,371,4
307,197,4
361,60,4
468,98,5
777,223,4
909,339,4
68,1047,1
177,98,5
164,866,5
288,200,4
409,483,4
459,19,3
97,655,5
213,985,3
347,475,4
447,27,3
399,616,1
535,132,5
663,50,5
796,185,4
927,96,5
211,263,3
294,295,4
445,343,1
537,206,1
533,496,5
567,589,5
795,386,3
922,11,5
13,418,2
291,824,4
405,231,3
537,514,4
653,258,3
567,612,4
726,832,5
922,631,3
13,441,1
115,121,3
405,796,3
450,203,4
653,79,4
698,194,4
728,319,3
840,432,5
13,589,3
113,127,4
249,198,5
259,15,3
334,476,3
459,978,2
596,123,2
581,9,5
619,576,4
833,455,3
873,348,3
87,300,3
329,879,2
429,756,2
593,5,4
632,156,3
615,294,3
754,340,2
897,99,5
87,1049,3
206,690,2
429,1228,3
489,683,2
632,720,3
751,432,4
768,15,2
897,436,4
48,174,5
205,289,4
312,432,5
489,346,5
667,880,3
751,708,4
892,173,5
897,871,3
48,183,5
147,904,5
312,514,3
375,1217,4
902,275,4
31,1020,3
178,735,5
269,3,3
262,216,3
335,305,4
460,117,3
592,293,5
916,171,4
23,175,5
144,64,5
264,1118,4
330,47,5
328,693,2
435,420,4
588,1240,5
613,272,5
13,800,1
113,100,4
286,278,5
321,521,2
435,123,2
447,28,4
539,357,4
621,299,1
782,289,3
102,173,3
210,58,4
347,222,4
391,213,4
540,591,3
533,15,4
572,300,4
796,785,5
928,173,4
934,89,5
92,186,4
233,64,5
344,1,3
299,692,4
393,731,3
524,230,3
642,240,3
785,152,4
95,855,3
197,510,5
299,14,4
393,1539,2
406,218,3
518,106,5
648,413,2
693,318,4
85,483,5
201,735,3
311,778,4
406,393,4
519,1612,5
450,270,4
606,421,4
697,273,5
819,302,5
184,1101,4
269,176,2
401,282,3
455,118,4
454,73,3
596,50,5
629,693,5
843,208,3
866,305,2
897,588,4
43,123,1
200,582,4
307,1065,3
308,848,4
366,185,5
458,685,3
567,96,4
681,286,5
72,699,3
184,584,3
291,235,2
405,69,4
405,376,5
518,273,5
644,237,4
785,301,4
806,131,4
194,218,4
314,1473,4
385,1097,5
544,286,4
531,908,1
655,326,2
698,181,3
908,654,3
38,672,3
303,53,3
407,729,4
493,369,2
669,647,5
671,568,5
793,1014,3
921,66,5
63,276,4
186,147,4
312,165,5
374,322,4
523,393,5
561,81,2
561,1512,5
727,1,3
922,568,3
18,494,3
296,286,5
402,181,4
537,489,3
650,568,3
694,1020,4
790,246,4
807,678,3
54,127,4
173,938,3
398,204,4
533,193,4
655,794,1
776,21,3
916,652,4
916,428,4
25,742,4
178,2,4
312,596,5
487,591,2
643,1101,3
763,498,4
894,166,4
62,546,4
64,265,4
190,751,4
313,657,4
416,689,4
854,55,4
882,204,5
112,322,4
210,708,5
244,845,3
303,141,3
437,955,4
488,515,4
642,80,5
868,520,4
81,928,4
255,569,1
297,216,4
342,88,1
399,96,3
504,102,3
661,427,4
936,928,3
90,512,4
222,125,5
339,942,4
389,518,4
391,69,4
537,276,4
618,944,2
757,217,3
99,845,3
244,710,3
303,233,4
437,412,3
488,1,3
493,410,4
671,62,5
742,222,2
892,82,3
62,747,3
209,1105,2
289,685,4
440,242,5
487,71,3
484,252,3
671,1597,1
740,326,3
889,657,4
64,168,5
297,143,5
399,121,3
504,1110,2
664,514,5
660,1178,1
782,534,3
906,7,3
67,743,4
178,38,3
392,517,5
537,271,2
618,192,5
757,228,4
766,646,4
896,1406,3
56,196,2
198,73,3
305,628,4
484,150,4
671,23,4
741,95,2
892,679,3
61,331,2
60,1121,3
181,1115,1
295,168,5
401,638,4
793,405,3
921,202,4
62,466,3
163,301,3
188,195,3
267,209,5
416,241,5
455,334,3
795,153,3
918,133,1
18,707,3
186,306,4
265,111,2
269,246,5
378,164,4
450,336,3
545,94,3
913,289,5
23,234,2
181,950,1
268,72,3
270,56,5
382,25,2
449,120,1
550,304,3
916,177,3
21,573,2
130,1215,2
268,169,5
378,807,3
370,443,5
474,618,4
551,328,5
711,240,1
885,29,1
60,21,3
221,23,4
295,235,4
416,322,3
405,593,1
520,100,4
648,406,3
695,989,3
72,265,4
184,694,5
293,226,1
405,171,1
406,163,3
527,207,4
560,183,5
786,15,3
805,541,3
178,742,3
271,428,4
405,1540,2
519,264,2
552,148,3
561,47,4
727,79,4
815,501,3
13,550,4
312,618,5
374,220,2
516,286,5
554,546,3
730,181,2
726,274,4
845,311,4
13,13,5
119,50,5
385,199,3
530,535,4
661,48,4
774,215,3
913,1112,1
907,111,5
38,423,5
178,511,5
271,211,5
533,284,1
576,50,4
796,427,4
923,264,3
14,204,5
28,185,5
155,323,2
268,53,3
378,143,4
566,727,4
727,1218,4
815,257,3
13,457,1
17,151,4
141,259,1
263,323,1
332,763,5
557,257,2
733,544,1
834,342,2
6,508,3
103,181,4
118,551,5
227,286,3
334,1524,4
429,1020,4
620,758,2
755,748,4
899,546,2
88,315,4
204,258,2
194,175,3
318,1030,2
395,154,5
535,657,5
758,1074,1
904,724,4
47,340,5
178,783,4
199,117,3
305,160,4
393,1210,3
524,133,5
782,881,3
911,210,3
59,30,5
183,294,3
201,61,2
308,91,4
406,183,5
514,134,3
557,682,2
919,118,4
24,127,5
186,38,5
264,789,4
271,179,4
373,229,4
452,419,4
551,762,5
749,209,4
886,184,4
90,177,5
216,237,5
292,176,5
342,47,5
388,773,3
497,233,2
621,395,4
938,106,5
92,108,2
235,191,4
339,515,5
328,480,3
429,238,5
589,689,4
716,472,3
6,357,4
126,266,5
282,879,2
334,1048,4
370,497,3
472,790,3
556,325,2
722,118,4
844,919,3
158,665,2
280,265,4
374,467,4
468,182,5
450,942,5
551,72,5
